date,event,type,team,location,year,month,day,day_of_week,day_name,is_weekend,start_hour
2020-01-01 00:00:00-05:00,New Year's Day,Holiday,,,2020,1,1,2,Wednesday,False,0
2020-01-01 19:00:00-05:00,Knicks vs Portland (Home),Sports,Knicks,Home,2020,1,1,2,Wednesday,False,19
2020-01-01 19:00:00-05:00,"Giants vs Thu, Aug 13 (Home)",Sports,Giants,Home,2020,1,1,2,Wednesday,False,19
2020-01-01 19:00:00-05:00,"Jets vs Sun, Sep 13 (Home)",Sports,Jets,Home,2020,1,1,2,Wednesday,False,19
2020-01-01 19:00:00-05:00,"Giants vs Mon, Sep 14 (Home)",Sports,Giants,Home,2020,1,1,2,Wednesday,False,19
2020-01-01 19:00:00-05:00,"Jets vs Thu, Aug 13 (Home)",Sports,Jets,Home,2020,1,1,2,Wednesday,False,19
2020-01-03 19:00:00-05:00,Knicks vs Phoenix (Away),Sports,Knicks,Away,2020,1,3,4,Friday,False,19
2020-01-05 19:00:00-05:00,Knicks vs LA (Away),Sports,Knicks,Away,2020,1,5,6,Sunday,True,19
2020-01-07 19:00:00-05:00,Knicks vs Los Angeles (Away),Sports,Knicks,Away,2020,1,7,1,Tuesday,False,19
2020-01-08 19:00:00-05:00,Knicks vs Utah (Away),Sports,Knicks,Away,2020,1,8,2,Wednesday,False,19
2020-01-10 19:00:00-05:00,Knicks vs New Orleans (Home),Sports,Knicks,Home,2020,1,10,4,Friday,False,19
2020-01-12 19:00:00-05:00,Knicks vs Miami (Home),Sports,Knicks,Home,2020,1,12,6,Sunday,True,19
2020-01-14 19:00:00-05:00,Knicks vs Milwaukee (Away),Sports,Knicks,Away,2020,1,14,1,Tuesday,False,19
2020-01-16 19:00:00-05:00,Knicks vs Phoenix (Home),Sports,Knicks,Home,2020,1,16,3,Thursday,False,19
2020-01-18 19:00:00-05:00,Knicks vs Philadelphia (Home),Sports,Knicks,Home,2020,1,18,5,Saturday,True,19
2020-01-20 19:00:00-05:00,Knicks vs Cleveland (Away),Sports,Knicks,Away,2020,1,20,0,Monday,False,19
2020-01-20 00:00:00-05:00,Martin Luther King Jr. Day,Holiday,,,2020,1,20,0,Monday,False,0
2020-01-22 19:00:00-05:00,Knicks vs Los Angeles (Home),Sports,Knicks,Home,2020,1,22,2,Wednesday,False,19
2020-01-24 19:00:00-05:00,Knicks vs Toronto (Home),Sports,Knicks,Home,2020,1,24,4,Friday,False,19
2020-01-26 19:00:00-05:00,Knicks vs Brooklyn (Home),Sports,Knicks,Home,2020,1,26,6,Sunday,True,19
2020-01-28 19:00:00-05:00,Knicks vs Charlotte (Away),Sports,Knicks,Away,2020,1,28,1,Tuesday,False,19
2020-01-29 19:00:00-05:00,Knicks vs Memphis (Home),Sports,Knicks,Home,2020,1,29,2,Wednesday,False,19
2020-02-01 19:00:00-05:00,Knicks vs Indiana (Away),Sports,Knicks,Away,2020,2,1,5,Saturday,True,19
2020-02-01 19:00:00-05:00,"Jets vs Sun, Sep 20 (Home)",Sports,Jets,Home,2020,2,1,5,Saturday,True,19
2020-02-01 19:00:00-05:00,"Giants vs Sun, Sep 20 (Home)",Sports,Giants,Home,2020,2,1,5,Saturday,True,19
2020-02-01 19:00:00-05:00,"Giants vs Sat, Aug 22 (Home)",Sports,Giants,Home,2020,2,1,5,Saturday,True,19
2020-02-01 19:00:00-05:00,"Jets vs Thu, Aug 20 (Home)",Sports,Jets,Home,2020,2,1,5,Saturday,True,19
2020-02-03 19:00:00-05:00,Knicks vs Cleveland (Away),Sports,Knicks,Away,2020,2,3,0,Monday,False,19
2020-02-06 19:00:00-05:00,Knicks vs Orlando (Home),Sports,Knicks,Home,2020,2,6,3,Thursday,False,19
2020-02-08 19:00:00-05:00,Knicks vs Detroit (Away),Sports,Knicks,Away,2020,2,8,5,Saturday,True,19
2020-02-09 19:00:00-05:00,Knicks vs Atlanta (Away),Sports,Knicks,Away,2020,2,9,6,Sunday,True,19
2020-02-12 19:00:00-05:00,Knicks vs Washington (Home),Sports,Knicks,Home,2020,2,12,2,Wednesday,False,19
2020-02-17 00:00:00-05:00,Washington's Birthday,Holiday,,,2020,2,17,0,Monday,False,0
2020-02-21 19:00:00-05:00,Knicks vs Indiana (Home),Sports,Knicks,Home,2020,2,21,4,Friday,False,19
2020-02-24 19:00:00-05:00,Knicks vs Houston (Away),Sports,Knicks,Away,2020,2,24,0,Monday,False,19
2020-02-26 19:00:00-05:00,Knicks vs Charlotte (Away),Sports,Knicks,Away,2020,2,26,2,Wednesday,False,19
2020-02-27 19:00:00-05:00,Knicks vs Philadelphia (Away),Sports,Knicks,Away,2020,2,27,3,Thursday,False,19
2020-02-29 19:00:00-05:00,Knicks vs Chicago (Home),Sports,Knicks,Home,2020,2,29,5,Saturday,True,19
2020-03-01 19:00:00-05:00,"Jets vs Sun, Sep 27 (Home)",Sports,Jets,Home,2020,3,1,6,Sunday,True,19
2020-03-01 19:00:00-05:00,"Giants vs Sun, Sep 27 (Home)",Sports,Giants,Home,2020,3,1,6,Sunday,True,19
2020-03-01 19:00:00-05:00,"Giants vs Sat, Aug 29 (Home)",Sports,Giants,Home,2020,3,1,6,Sunday,True,19
2020-03-01 19:00:00-05:00,"Jets vs Fri, Aug 28 (Home)",Sports,Jets,Home,2020,3,1,6,Sunday,True,19
2020-03-02 19:00:00-05:00,Knicks vs Houston (Home),Sports,Knicks,Home,2020,3,2,0,Monday,False,19
2020-03-04 19:00:00-05:00,Knicks vs Utah (Home),Sports,Knicks,Home,2020,3,4,2,Wednesday,False,19
2020-03-06 19:00:00-05:00,Knicks vs Oklahoma City (Home),Sports,Knicks,Home,2020,3,6,4,Friday,False,19
2020-03-08 20:00:00-04:00,Knicks vs Detroit (Home),Sports,Knicks,Home,2020,3,8,6,Sunday,True,20
2020-03-10 19:00:00-04:00,Knicks vs Washington (Away),Sports,Knicks,Away,2020,3,10,1,Tuesday,False,19
2020-03-11 19:00:00-04:00,Knicks vs Atlanta (Away),Sports,Knicks,Away,2020,3,11,2,Wednesday,False,19
2020-04-01 19:00:00-04:00,"Jets vs Thu, Sep 3 (Home)",Sports,Jets,Home,2020,4,1,2,Wednesday,False,19
2020-04-01 19:00:00-04:00,"Giants vs Thu, Sep 3 (Home)",Sports,Giants,Home,2020,4,1,2,Wednesday,False,19
2020-04-01 19:00:00-04:00,"Jets vs Thu, Oct 1 (Home)",Sports,Jets,Home,2020,4,1,2,Wednesday,False,19
2020-04-01 19:00:00-04:00,"Giants vs Sun, Oct 4 (Home)",Sports,Giants,Home,2020,4,1,2,Wednesday,False,19
2020-05-01 19:00:00-04:00,"Giants vs Sun, Oct 11 (Home)",Sports,Giants,Home,2020,5,1,4,Friday,False,19
2020-05-01 19:00:00-04:00,"Jets vs Sun, Oct 11 (Home)",Sports,Jets,Home,2020,5,1,4,Friday,False,19
2020-05-25 00:00:00-04:00,Memorial Day,Holiday,,,2020,5,25,0,Monday,False,0
2020-06-01 19:00:00-04:00,"Giants vs Sun, Oct 18 (Home)",Sports,Giants,Home,2020,6,1,0,Monday,False,19
2020-06-01 19:00:00-04:00,"Jets vs Sun, Oct 18 (Home)",Sports,Jets,Home,2020,6,1,0,Monday,False,19
2020-07-01 19:00:00-04:00,"Giants vs Thu, Oct 22 (Home)",Sports,Giants,Home,2020,7,1,2,Wednesday,False,19
2020-07-01 19:00:00-04:00,"Jets vs Sun, Oct 25 (Home)",Sports,Jets,Home,2020,7,1,2,Wednesday,False,19
2020-07-04 00:00:00-04:00,Independence Day,Holiday,,,2020,7,4,5,Saturday,True,0
2020-07-23 19:08:00-04:00,Yankees vs Washington Nationals (Away),Sports,Yankees,Away,2020,7,23,3,Thursday,False,19
2020-07-24 16:10:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2020,7,24,4,Friday,False,16
2020-07-25 16:10:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2020,7,25,5,Saturday,True,16
2020-07-25 19:15:00-04:00,Yankees vs Washington Nationals (Away),Sports,Yankees,Away,2020,7,25,5,Saturday,True,19
2020-07-26 13:05:00-04:00,Yankees vs Washington Nationals (Away),Sports,Yankees,Away,2020,7,26,6,Sunday,True,13
2020-07-26 19:08:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2020,7,26,6,Sunday,True,19
2020-07-27 19:05:00-04:00,Yankees vs Philadelphia Phillies (Away),Sports,Yankees,Away,2020,7,27,0,Monday,False,19
2020-07-27 19:35:00-04:00,Mets vs Boston Red Sox (Away),Sports,Mets,Away,2020,7,27,0,Monday,False,19
2020-07-28 18:05:00-04:00,Yankees vs Philadelphia Phillies (Away),Sports,Yankees,Away,2020,7,28,1,Tuesday,False,18
2020-07-28 19:30:00-04:00,Mets vs Boston Red Sox (Away),Sports,Mets,Away,2020,7,28,1,Tuesday,False,19
2020-07-29 19:05:00-04:00,Yankees vs Philadelphia Phillies (Home),Sports,Yankees,Home,2020,7,29,2,Wednesday,False,19
2020-07-29 19:10:00-04:00,Mets vs Boston Red Sox (Home),Sports,Mets,Home,2020,7,29,2,Wednesday,False,19
2020-07-29 19:35:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2020,7,29,2,Wednesday,False,19
2020-07-30 19:05:00-04:00,Yankees vs Philadelphia Phillies (Home),Sports,Yankees,Home,2020,7,30,3,Thursday,False,19
2020-07-30 19:05:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2020,7,30,3,Thursday,False,19
2020-07-30 19:07:00-04:00,Mets vs Boston Red Sox (Home),Sports,Mets,Home,2020,7,30,3,Thursday,False,19
2020-07-31 19:05:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2020,7,31,4,Friday,False,19
2020-07-31 19:10:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2020,7,31,4,Friday,False,19
2020-08-01 19:00:00-04:00,"Jets vs Sun, Nov 1 (Home)",Sports,Jets,Home,2020,8,1,5,Saturday,True,19
2020-08-01 19:00:00-04:00,"Giants vs Mon, Nov 2 (Home)",Sports,Giants,Home,2020,8,1,5,Saturday,True,19
2020-08-01 19:00:00-04:00,Rangers vs Carolina (Away),Sports,Rangers,Away,2020,8,1,5,Saturday,True,19
2020-08-01 19:07:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2020,8,1,5,Saturday,True,19
2020-08-01 19:10:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2020,8,1,5,Saturday,True,19
2020-08-02 13:10:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2020,8,2,6,Sunday,True,13
2020-08-02 19:08:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2020,8,2,6,Sunday,True,19
2020-08-03 19:00:00-04:00,Rangers vs Carolina (Away),Sports,Rangers,Away,2020,8,3,0,Monday,False,19
2020-08-03 19:05:00-04:00,Yankees vs Philadelphia Phillies (Home),Sports,Yankees,Home,2020,8,3,0,Monday,False,19
2020-08-03 19:10:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2020,8,3,0,Monday,False,19
2020-08-04 19:00:00-04:00,Rangers vs Carolina (Home),Sports,Rangers,Home,2020,8,4,1,Tuesday,False,19
2020-08-04 19:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2020,8,4,1,Tuesday,False,19
2020-08-05 16:05:00-04:00,Yankees vs Philadelphia Phillies (Home),Sports,Yankees,Home,2020,8,5,2,Wednesday,False,16
2020-08-05 16:10:00-04:00,Yankees vs Philadelphia Phillies (Away),Sports,Yankees,Away,2020,8,5,2,Wednesday,False,16
2020-08-05 18:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2020,8,5,2,Wednesday,False,18
2020-08-05 19:35:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2020,8,5,2,Wednesday,False,19
2020-08-06 18:05:00-04:00,Yankees vs Philadelphia Phillies (Away),Sports,Yankees,Away,2020,8,6,3,Thursday,False,18
2020-08-07 18:40:00-04:00,Yankees vs Tampa Bay Rays (Away),Sports,Yankees,Away,2020,8,7,4,Friday,False,18
2020-08-07 19:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2020,8,7,4,Friday,False,19
2020-08-08 14:10:00-04:00,Yankees vs Tampa Bay Rays (Away),Sports,Yankees,Away,2020,8,8,5,Saturday,True,14
2020-08-08 14:15:00-04:00,Yankees vs Tampa Bay Rays (Away),Sports,Yankees,Away,2020,8,8,5,Saturday,True,14
2020-08-08 19:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2020,8,8,5,Saturday,True,19
2020-08-09 13:10:00-04:00,Yankees vs Tampa Bay Rays (Away),Sports,Yankees,Away,2020,8,9,6,Sunday,True,13
2020-08-09 13:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2020,8,9,6,Sunday,True,13
2020-08-10 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2020,8,10,0,Monday,False,19
2020-08-11 19:05:00-04:00,Yankees vs Atlanta Braves (Home),Sports,Yankees,Home,2020,8,11,1,Tuesday,False,19
2020-08-11 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2020,8,11,1,Tuesday,False,19
2020-08-12 19:05:00-04:00,Yankees vs Atlanta Braves (Home),Sports,Yankees,Home,2020,8,12,2,Wednesday,False,19
2020-08-12 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2020,8,12,2,Wednesday,False,19
2020-08-13 13:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2020,8,13,3,Thursday,False,13
2020-08-14 19:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2020,8,14,4,Friday,False,19
2020-08-14 19:05:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2020,8,14,4,Friday,False,19
2020-08-15 18:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2020,8,15,5,Saturday,True,18
2020-08-15 19:07:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2020,8,15,5,Saturday,True,19
2020-08-16 13:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2020,8,16,6,Sunday,True,13
2020-08-16 19:08:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2020,8,16,6,Sunday,True,19
2020-08-17 19:00:00-04:00,Nets vs Toronto (Away),Sports,Nets,Away,2020,8,17,0,Monday,False,19
2020-08-17 19:05:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2020,8,17,0,Monday,False,19
2020-08-17 19:10:00-04:00,Mets vs Miami Marlins (Away),Sports,Mets,Away,2020,8,17,0,Monday,False,19
2020-08-18 19:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2020,8,18,1,Tuesday,False,19
2020-08-18 19:10:00-04:00,Mets vs Miami Marlins (Away),Sports,Mets,Away,2020,8,18,1,Tuesday,False,19
2020-08-19 19:00:00-04:00,Nets vs Toronto (Away),Sports,Nets,Away,2020,8,19,2,Wednesday,False,19
2020-08-19 19:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2020,8,19,2,Wednesday,False,19
2020-08-19 19:10:00-04:00,Mets vs Miami Marlins (Away),Sports,Mets,Away,2020,8,19,2,Wednesday,False,19
2020-08-20 13:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2020,8,20,3,Thursday,False,13
2020-08-20 18:10:00-04:00,Mets vs Miami Marlins (Away),Sports,Mets,Away,2020,8,20,3,Thursday,False,18
2020-08-21 19:00:00-04:00,Nets vs Toronto (Home),Sports,Nets,Home,2020,8,21,4,Friday,False,19
2020-08-21 19:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2020,8,21,4,Friday,False,19
2020-08-21 19:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2020,8,21,4,Friday,False,19
2020-08-22 19:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2020,8,22,5,Saturday,True,19
2020-08-22 19:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2020,8,22,5,Saturday,True,19
2020-08-23 19:00:00-04:00,Nets vs Toronto (Home),Sports,Nets,Home,2020,8,23,6,Sunday,True,19
2020-08-23 13:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2020,8,23,6,Sunday,True,13
2020-08-23 13:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2020,8,23,6,Sunday,True,13
2020-08-25 17:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2020,8,25,1,Tuesday,False,17
2020-08-25 17:15:00-04:00,Mets vs Miami Marlins (Away),Sports,Mets,Away,2020,8,25,1,Tuesday,False,17
2020-08-25 19:10:00-04:00,Yankees vs Atlanta Braves (Away),Sports,Yankees,Away,2020,8,25,1,Tuesday,False,19
2020-08-26 16:10:00-04:00,Yankees vs Atlanta Braves (Away),Sports,Yankees,Away,2020,8,26,2,Wednesday,False,16
2020-08-26 16:15:00-04:00,Yankees vs Atlanta Braves (Away),Sports,Yankees,Away,2020,8,26,2,Wednesday,False,16
2020-08-26 19:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2020,8,26,2,Wednesday,False,19
2020-08-27 19:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2020,8,27,3,Thursday,False,19
2020-08-28 16:05:00-04:00,Yankees vs New York Mets (Home),Sports,Yankees,Home,2020,8,28,4,Friday,False,16
2020-08-28 16:05:00-04:00,Mets vs New York Yankees (Away),Sports,Mets,Away,2020,8,28,4,Friday,False,16
2020-08-28 16:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2020,8,28,4,Friday,False,16
2020-08-28 16:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2020,8,28,4,Friday,False,16
2020-08-29 13:05:00-04:00,Yankees vs New York Mets (Home),Sports,Yankees,Home,2020,8,29,5,Saturday,True,13
2020-08-29 13:05:00-04:00,Mets vs New York Yankees (Away),Sports,Mets,Away,2020,8,29,5,Saturday,True,13
2020-08-30 13:05:00-04:00,Mets vs New York Yankees (Away),Sports,Mets,Away,2020,8,30,6,Sunday,True,13
2020-08-30 13:05:00-04:00,Yankees vs New York Mets (Home),Sports,Yankees,Home,2020,8,30,6,Sunday,True,13
2020-08-30 13:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2020,8,30,6,Sunday,True,13
2020-08-30 13:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2020,8,30,6,Sunday,True,13
2020-08-31 13:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2020,8,31,0,Monday,False,13
2020-08-31 19:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2020,8,31,0,Monday,False,19
2020-09-01 19:00:00-04:00,"Giants vs Sun, Nov 8 (Home)",Sports,Giants,Home,2020,9,1,1,Tuesday,False,19
2020-09-01 19:00:00-04:00,"Jets vs Mon, Nov 9 (Home)",Sports,Jets,Home,2020,9,1,1,Tuesday,False,19
2020-09-01 19:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2020,9,1,1,Tuesday,False,19
2020-09-01 19:35:00-04:00,Mets vs Baltimore Orioles (Away),Sports,Mets,Away,2020,9,1,1,Tuesday,False,19
2020-09-02 16:05:00-04:00,Mets vs Baltimore Orioles (Away),Sports,Mets,Away,2020,9,2,2,Wednesday,False,16
2020-09-02 19:05:00-04:00,Yankees vs Tampa Bay Rays (Home),Sports,Yankees,Home,2020,9,2,2,Wednesday,False,19
2020-09-03 16:10:00-04:00,Mets vs New York Yankees (Home),Sports,Mets,Home,2020,9,3,3,Thursday,False,16
2020-09-03 16:10:00-04:00,Yankees vs New York Mets (Away),Sports,Yankees,Away,2020,9,3,3,Thursday,False,16
2020-09-04 17:05:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2020,9,4,4,Friday,False,17
2020-09-04 17:10:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2020,9,4,4,Friday,False,17
2020-09-04 19:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2020,9,4,4,Friday,False,19
2020-09-05 19:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2020,9,5,5,Saturday,True,19
2020-09-05 19:35:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2020,9,5,5,Saturday,True,19
2020-09-06 13:05:00-04:00,Yankees vs Baltimore Orioles (Away),Sports,Yankees,Away,2020,9,6,6,Sunday,True,13
2020-09-06 13:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2020,9,6,6,Sunday,True,13
2020-09-07 00:00:00-04:00,Labor Day,Holiday,,,2020,9,7,0,Monday,False,0
2020-09-07 13:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2020,9,7,0,Monday,False,13
2020-09-07 18:37:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2020,9,7,0,Monday,False,18
2020-09-08 18:37:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2020,9,8,1,Tuesday,False,18
2020-09-08 19:10:00-04:00,Mets vs Baltimore Orioles (Home),Sports,Mets,Home,2020,9,8,1,Tuesday,False,19
2020-09-09 18:37:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2020,9,9,2,Wednesday,False,18
2020-09-09 19:10:00-04:00,Mets vs Baltimore Orioles (Home),Sports,Mets,Home,2020,9,9,2,Wednesday,False,19
2020-09-10 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2020,9,10,3,Thursday,False,19
2020-09-11 16:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2020,9,11,4,Friday,False,16
2020-09-11 16:10:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2020,9,11,4,Friday,False,16
2020-09-11 18:37:00-04:00,Mets vs Toronto Blue Jays (Away),Sports,Mets,Away,2020,9,11,4,Friday,False,18
2020-09-12 13:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2020,9,12,5,Saturday,True,13
2020-09-12 18:37:00-04:00,Mets vs Toronto Blue Jays (Away),Sports,Mets,Away,2020,9,12,5,Saturday,True,18
2020-09-13 13:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2020,9,13,6,Sunday,True,13
2020-09-13 15:07:00-04:00,Mets vs Toronto Blue Jays (Away),Sports,Mets,Away,2020,9,13,6,Sunday,True,15
2020-09-15 19:05:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2020,9,15,1,Tuesday,False,19
2020-09-15 19:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2020,9,15,1,Tuesday,False,19
2020-09-16 19:05:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2020,9,16,2,Wednesday,False,19
2020-09-16 19:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2020,9,16,2,Wednesday,False,19
2020-09-17 19:05:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2020,9,17,3,Thursday,False,19
2020-09-17 19:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2020,9,17,3,Thursday,False,19
2020-09-18 19:10:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2020,9,18,4,Friday,False,19
2020-09-18 19:30:00-04:00,Yankees vs Boston Red Sox (Away),Sports,Yankees,Away,2020,9,18,4,Friday,False,19
2020-09-19 19:07:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2020,9,19,5,Saturday,True,19
2020-09-19 19:30:00-04:00,Yankees vs Boston Red Sox (Away),Sports,Yankees,Away,2020,9,19,5,Saturday,True,19
2020-09-20 13:07:00-04:00,Yankees vs Boston Red Sox (Away),Sports,Yankees,Away,2020,9,20,6,Sunday,True,13
2020-09-20 13:10:00-04:00,Mets vs Atlanta Braves (Home),Sports,Mets,Home,2020,9,20,6,Sunday,True,13
2020-09-21 18:37:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2020,9,21,0,Monday,False,18
2020-09-21 19:10:00-04:00,Mets vs Tampa Bay Rays (Home),Sports,Mets,Home,2020,9,21,0,Monday,False,19
2020-09-22 18:37:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2020,9,22,1,Tuesday,False,18
2020-09-22 19:10:00-04:00,Mets vs Tampa Bay Rays (Home),Sports,Mets,Home,2020,9,22,1,Tuesday,False,19
2020-09-23 18:37:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2020,9,23,2,Wednesday,False,18
2020-09-23 19:10:00-04:00,Mets vs Tampa Bay Rays (Home),Sports,Mets,Home,2020,9,23,2,Wednesday,False,19
2020-09-24 18:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2020,9,24,3,Thursday,False,18
2020-09-24 18:37:00-04:00,Yankees vs Toronto Blue Jays (Away),Sports,Yankees,Away,2020,9,24,3,Thursday,False,18
2020-09-25 18:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2020,9,25,4,Friday,False,18
2020-09-25 19:05:00-04:00,Yankees vs Miami Marlins (Home),Sports,Yankees,Home,2020,9,25,4,Friday,False,19
2020-09-26 13:05:00-04:00,Yankees vs Miami Marlins (Home),Sports,Yankees,Home,2020,9,26,5,Saturday,True,13
2020-09-26 15:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2020,9,26,5,Saturday,True,15
2020-09-26 15:10:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2020,9,26,5,Saturday,True,15
2020-09-27 15:05:00-04:00,Yankees vs Miami Marlins (Home),Sports,Yankees,Home,2020,9,27,6,Sunday,True,15
2020-09-27 15:05:00-04:00,Mets vs Washington Nationals (Away),Sports,Mets,Away,2020,9,27,6,Sunday,True,15
2020-10-01 19:00:00-04:00,"Giants vs Sun, Nov 15 (Home)",Sports,Giants,Home,2020,10,1,3,Thursday,False,19
2020-10-01 19:00:00-04:00,Jets vs BYE WEEK (Home),Sports,Jets,Home,2020,10,1,3,Thursday,False,19
2020-10-12 00:00:00-04:00,Columbus Day,Holiday,,,2020,10,12,0,Monday,False,0
2020-10-23 19:00:00-04:00,Knicks vs San Antonio (Away),Sports,Knicks,Away,2020,10,23,4,Friday,False,19
2020-10-25 19:00:00-04:00,Knicks vs Brooklyn (Away),Sports,Knicks,Away,2020,10,25,6,Sunday,True,19
2020-10-26 19:00:00-04:00,Knicks vs Boston (Home),Sports,Knicks,Home,2020,10,26,0,Monday,False,19
2020-10-28 19:00:00-04:00,Knicks vs Chicago (Home),Sports,Knicks,Home,2020,10,28,2,Wednesday,False,19
2020-10-30 19:00:00-04:00,Knicks vs Orlando (Away),Sports,Knicks,Away,2020,10,30,4,Friday,False,19
2020-11-01 18:00:00-05:00,"Jets vs Sun, Nov 22 (Home)",Sports,Jets,Home,2020,11,1,6,Sunday,True,18
2020-11-01 18:00:00-05:00,Giants vs BYE WEEK (Home),Sports,Giants,Home,2020,11,1,6,Sunday,True,18
2020-11-01 18:00:00-05:00,Knicks vs Boston (Away),Sports,Knicks,Away,2020,11,1,6,Sunday,True,18
